epoch,train_loss,train_acc,val_loss,val_acc
1,0.3744782827850571,0.843313642686471,0.3347510046033717,0.8545664557770117
2,0.3208031578171522,0.8609693881712461,0.29413540394448523,0.8677149939892898
3,0.29473295166416275,0.8713077324673646,0.2883978953112417,0.8822850033418456
4,0.2731372556908238,0.8780209440037721,0.26258048826633995,0.8814854319415876
5,0.2501748163337098,0.8903732539567732,0.2522568255662918,0.884150674094015
6,0.23548898859915876,0.8982948432291361,0.24457759204417912,0.892412932951059
